l1,aaa,lor,enroll,speaking,sex,family
Persian,18,2,19,535,Male,Indo-European
Persian,44,7,77,454,Male,Indo-European
Indonesian,20,3,64,535,Male,Austronesian
Arabic,25,1,49,463,Male,Afro-Asiatic
Kurdish,28,8,47,472,Male,Indo-European
Turkish,17,18,79,490,Male,Altaic
French,35,4,22,444,Male,Indo-European
Indonesian,27,1,64,512,Male,Austronesian
Arabic,27,5,83,490,Male,Afro-Asiatic
German,30,1,99,618,Male,Indo-European
Somali,45,3,8,472,Male,Afro-Asiatic
Turkish,18,2,118,443,Male,Altaic
Arabic,33,4,31,513,Male,Afro-Asiatic
Arabic,29,1,49,489,Male,Afro-Asiatic
Indonesian,25,6,64,451,Male,Austronesian
Persian,39,6,19,514,Male,Indo-European
Bulgarian,20,3,90,568,Male,Indo-European
Albanian,26,1,78,487,Male,Indo-European
Ukranian,26,1,92,502,Male,Indo-European
Italian,20,6,99,541,Male,Indo-European
Croatian,23,5,85,480,Male,Indo-European
Persian,23,7,77,517,Male,Indo-European
Persian,32,3,77,480,Male,Indo-European
Persian,26,2,19,482,Male,Indo-European
Persian,19,2,19,508,Male,Indo-European
Kurdish,26,3,79,471,Male,Indo-European
Tamazight,26,0,49,489,Male,Afro-Asiatic
English,16,0,118,556,Male,Indo-European
Chinese,22,3,67,483,Male,Sino-Tibetan
Javanese,26,0,64,445,Male,Austronesian
Arabic,28,2,49,501,Male,Afro-Asiatic
Turkish,17,18,79,449,Male,Altaic
Persian,0,39,19,461,Male,Indo-European
Italian,25,2,99,512,Male,Indo-European
Arabic,28,3,31,481,Male,Afro-Asiatic
Indonesian,33,2,64,432,Male,Austronesian
Russian,28,6,90,511,Male,Indo-European
Persian,24,2,19,533,Male,Indo-European
Czech,27,1,90,511,Male,Indo-European
Arabic,11,27,49,519,Male,Afro-Asiatic
Turkish,15,14,79,529,Male,Altaic
Somali,22,4,8,475,Male,Afro-Asiatic
Arabic,27,5,49,514,Male,Afro-Asiatic
Persian,29,5,77,489,Male,Indo-European
Afrikaans,38,1,93,576,Male,Indo-European
Arabic,23,1,49,471,Male,Afro-Asiatic
English,22,17,105,572,Male,Indo-European
German,29,1,101,550,Male,Indo-European
Russian,26,4,90,436,Male,Indo-European
Persian,47,4,19,458,Male,Indo-European
Amharic,27,4,25,485,Male,Afro-Asiatic
Chinese,19,1,67,510,Male,Sino-Tibetan
Arabic,19,6,49,573,Male,Afro-Asiatic
Indonesian,25,1,64,456,Male,Austronesian
Indonesian,27,2,64,473,Male,Austronesian
Rundi,38,2,13,492,Male,Niger-Congo
Turkish,16,10,79,463,Male,Altaic
Arabic,22,1,49,462,Male,Afro-Asiatic
English,42,2,120,482,Male,Indo-European
German,49,0,101,507,Male,Indo-European
Spanish,25,1,83,496,Male,Indo-European
Russian,16,5,100,558,Male,Indo-European
Indonesian,19,1,64,479,Male,Austronesian
Persian,28,12,77,510,Male,Indo-European
English,17,1,94,559,Male,Indo-European
Kurdish,20,5,79,472,Male,Indo-European
Hungarian,29,2,96,515,Male,Uralic
Arabic,27,7,49,465,Male,Afro-Asiatic
English,17,2,94,533,Male,Indo-European
Russian,19,6,90,576,Male,Indo-European
Persian,43,3,19,493,Male,Indo-European
German,27,3,101,546,Male,Indo-European
German,21,1,101,526,Male,Indo-European
Kurdish,32,3,47,494,Male,Indo-European
Kinyarwanda,28,7,16,549,Male,Niger-Congo
English,22,5,105,494,Male,Indo-European
Indonesian,18,2,64,520,Male,Austronesian
Turkish,22,1,79,432,Male,Altaic
English,17,3,31,485,Male,Indo-European
German,20,1,101,502,Male,Indo-European
Hebrew,27,1,93,543,Male,Afro-Asiatic
Albanian,28,1,113,480,Male,Indo-European
Indonesian,18,1,64,528,Male,Austronesian
German,24,1,101,533,Male,Indo-European
Indonesian,32,2,64,483,Male,Austronesian
Serbian,37,3,85,502,Male,Indo-European
Somali,23,3,8,448,Male,Afro-Asiatic
English,25,2,101,528,Male,Indo-European
Indonesian,33,2,64,470,Male,Austronesian
Persian,26,6,77,497,Male,Indo-European
Pashto,34,3,19,449,Male,Indo-European
Tigrigna,16,2,30,506,Male,Afro-Asiatic
English,46,7,105,527,Male,Indo-European
Arabic,28,1,49,511,Male,Afro-Asiatic
Serbian,35,4,85,508,Male,Indo-European
Spanish,24,0,118,526,Male,Indo-European
Arabic,33,2,49,456,Male,Afro-Asiatic
Kurdish,22,2,77,540,Male,Indo-European
Tamazight,31,1,49,523,Male,Afro-Asiatic
Arabic,26,2,83,518,Male,Afro-Asiatic
Spanish,27,1,86,559,Male,Indo-European
Arabic,27,1,49,477,Male,Afro-Asiatic
Turkish,36,8,79,485,Male,Altaic
Serbian,38,3,85,508,Male,Indo-European
Turkish,33,1,79,550,Male,Altaic
Turkish,23,2,118,458,Male,Altaic
Arabic,36,3,47,481,Male,Afro-Asiatic
Indonesian,23,2,64,466,Male,Austronesian
Turkish,25,1,79,513,Male,Altaic
Arabic,24,5,49,609,Male,Afro-Asiatic
German,27,2,101,591,Male,Indo-European
Arabic,27,2,31,501,Male,Afro-Asiatic
Albanian,24,8,85,564,Male,Indo-European
Indonesian,28,4,64,504,Male,Austronesian
Arabic,29,1,49,514,Male,Afro-Asiatic
Serbian,27,3,85,460,Male,Indo-European
Indonesian,25,2,64,514,Male,Austronesian
Arabic,29,5,31,501,Male,Afro-Asiatic
Kurdish,17,2,79,543,Male,Indo-European
Turkish,14,5,79,567,Male,Altaic
Arabic,30,15,49,504,Male,Afro-Asiatic
Kurdish,31,12,47,504,Male,Indo-European
French,20,1,113,529,Male,Indo-European
Arabic,32,3,47,508,Male,Afro-Asiatic
German,25,3,101,550,Male,Indo-European
Arabic,25,2,47,522,Male,Afro-Asiatic
Romanian,27,3,86,529,Male,Indo-European
Russian,34,6,90,469,Male,Indo-European
Greek,24,4,102,523,Male,Indo-European
English,41,2,148,537,Male,Indo-European
English,30,1,94,544,Male,Indo-European
Albanian,27,1,85,510,Male,Indo-European
Arabic,17,14,85,522,Male,Afro-Asiatic
Persian,28,11,77,498,Male,Indo-European
Persian,26,2,19,495,Male,Indo-European
Spanish,29,5,68,494,Male,Indo-European
Arabic,30,9,47,489,Male,Afro-Asiatic
Portugese,21,13,97,543,Male,Indo-European
Turkish,19,2,118,461,Male,Altaic
Hebrew,13,9,118,566,Male,Afro-Asiatic
Turkish,20,1,79,532,Male,Altaic
Igbo,24,8,67,474,Male,Niger-Congo
Spanish,27,1,88,508,Male,Indo-European
Arabic,29,3,31,511,Male,Afro-Asiatic
Spanish,17,2,82,601,Male,Indo-European
Arabic,28,8,49,490,Male,Afro-Asiatic
Javanese,16,4,64,444,Male,Austronesian
Kurdish,40,5,47,416,Male,Indo-European
Pashto,29,3,19,466,Male,Indo-European
Indonesian,27,1,64,473,Male,Austronesian
Portugese,18,0,118,612,Male,Indo-European
Arabic,23,1,49,494,Male,Afro-Asiatic
Afrikaans,30,4,27,463,Male,Indo-European
German,23,1,101,583,Male,Indo-European
Arabic,27,4,31,500,Male,Afro-Asiatic
German,25,1,101,513,Male,Indo-European
Arabic,22,1,49,451,Male,Afro-Asiatic
Indonesian,29,3,64,494,Male,Austronesian
French,25,2,109,565,Male,Indo-European
Tigrigna,31,6,30,504,Male,Afro-Asiatic
German,29,18,101,542,Male,Indo-European
Kurdish,20,2,77,429,Male,Indo-European
Serbian,13,3,85,553,Male,Indo-European
Arabic,33,5,67,495,Male,Afro-Asiatic
Turkish,20,16,79,553,Male,Altaic
Arabic,29,2,49,558,Male,Afro-Asiatic
Serbian,24,2,85,512,Male,Indo-European
Arabic,27,3,67,479,Male,Afro-Asiatic
Spanish,25,1,83,500,Male,Indo-European
Malayalam,22,3,54,528,Male,Dravidian
Slovak,33,3,90,514,Male,Indo-European
Polish,25,10,100,516,Male,Indo-European
Persian,30,13,77,575,Male,Indo-European
Serbian,25,2,85,539,Male,Indo-European
Arabic,34,5,49,477,Male,Afro-Asiatic
Indonesian,17,1,64,480,Male,Austronesian
Turkish,20,1,118,536,Male,Altaic
Arabic,28,1,49,475,Male,Afro-Asiatic
Pashto,24,8,19,580,Male,Indo-European
Spanish,25,1,118,520,Male,Indo-European
Pashto,29,3,19,535,Male,Indo-European
Arabic,29,2,83,486,Male,Afro-Asiatic
Russian,27,5,90,481,Male,Indo-European
Tigrigna,25,14,30,511,Male,Afro-Asiatic
English,25,2,94,503,Male,Indo-European
Indonesian,19,1,64,491,Male,Austronesian
Indonesian,19,1,118,553,Male,Austronesian
Arabic,17,6,47,508,Male,Afro-Asiatic
Serbian,22,4,85,619,Male,Indo-European
Armenian,16,3,90,553,Male,Indo-European
Turkish,20,1,79,493,Male,Altaic
German,20,2,101,569,Male,Indo-European
Kurdish,38,4,47,489,Male,Indo-European
Arabic,30,2,49,507,Male,Afro-Asiatic
Arabic,18,3,49,539,Male,Afro-Asiatic
English,30,1,105,531,Male,Indo-European
Indonesian,27,1,64,494,Male,Austronesian
Portugese,38,1,97,495,Male,Indo-European
Indonesian,16,24,64,565,Male,Austronesian
Arabic,17,15,49,575,Male,Afro-Asiatic
Finnish,27,3,111,542,Male,Uralic
Somali,20,7,8,466,Male,Afro-Asiatic
Arabic,21,1,83,511,Male,Afro-Asiatic
Indonesian,23,3,64,461,Male,Austronesian
Arabic,30,1,49,512,Male,Afro-Asiatic
Arabic,15,3,49,502,Male,Afro-Asiatic
Arabic,29,3,47,539,Male,Afro-Asiatic
Arabic,23,2,83,504,Male,Afro-Asiatic
Indonesian,18,3,64,508,Male,Austronesian
Turkish,20,4,118,490,Male,Altaic
Somali,27,5,8,469,Male,Afro-Asiatic
German,47,3,101,544,Male,Indo-European
Arabic,23,6,47,474,Male,Afro-Asiatic
Norwegian,21,1,113,559,Male,Indo-European
Persian,28,7,77,475,Male,Indo-European
French,27,8,83,539,Male,Indo-European
Hindi,24,6,54,500,Male,Indo-European
Turkish,16,10,118,482,Male,Altaic
Spanish,32,13,93,517,Male,Indo-European
Arabic,27,4,47,510,Male,Afro-Asiatic
Arabic,29,3,85,496,Male,Afro-Asiatic
Kurdish,31,13,47,529,Male,Indo-European
French,21,1,113,486,Male,Indo-European
Arabic,31,9,47,489,Male,Afro-Asiatic
Armenian,27,7,90,477,Male,Indo-European
Serbian,23,4,85,514,Male,Indo-European
Igbo,33,8,35,500,Male,Niger-Congo
Arabic,31,1,49,455,Male,Afro-Asiatic
Turkish,29,1,79,515,Male,Altaic
Urdu,26,3,29,529,Male,Indo-European
Arabic,37,3,47,455,Male,Afro-Asiatic
Tamazight,29,3,49,499,Male,Afro-Asiatic
Persian,25,3,77,484,Male,Indo-European
Igbo,32,14,35,493,Male,Niger-Congo
Greek,31,3,48,493,Male,Indo-European
Persian,25,11,77,505,Male,Indo-European
Persian,24,4,77,533,Male,Indo-European
German,21,1,101,543,Male,Indo-European
Turkish,23,4,79,447,Male,Altaic
Romanian,15,3,86,520,Male,Indo-European
Igbo,24,8,35,518,Male,Niger-Congo
Portugese,35,12,106,490,Male,Indo-European
Serbian,43,3,85,485,Male,Indo-European
Igbo,17,2,35,518,Male,Niger-Congo
Arabic,25,17,49,543,Male,Afro-Asiatic
Igbo,26,9,35,495,Male,Niger-Congo
English,39,4,105,512,Male,Indo-European
Arabic,22,4,49,497,Male,Afro-Asiatic
Spanish,25,2,93,524,Male,Indo-European
Arabic,17,1,47,499,Male,Afro-Asiatic
Arabic,24,16,49,505,Male,Afro-Asiatic
Spanish,22,1,82,554,Male,Indo-European
Arabic,21,3,47,497,Male,Afro-Asiatic
Arabic,24,2,47,520,Male,Afro-Asiatic
Turkish,1,18,79,475,Male,Altaic
Arabic,22,2,49,495,Male,Afro-Asiatic
Russian,27,11,90,581,Male,Indo-European
Persian,26,3,19,501,Male,Indo-European
Turkish,27,4,79,442,Male,Altaic
Persian,30,2,77,510,Male,Indo-European
French,30,10,113,474,Male,Indo-European
Arabic,25,2,85,512,Male,Afro-Asiatic
French,30,2,113,557,Male,Indo-European
Turkish,29,2,79,535,Male,Altaic
Arabic,31,1,67,506,Male,Afro-Asiatic
English,36,1,93,581,Male,Indo-European
Somali,28,3,8,427,Male,Afro-Asiatic
Spanish,22,1,79,533,Male,Indo-European
Italian,31,5,99,530,Male,Indo-European
Portugese,23,3,68,493,Male,Indo-European
Italian,32,1,99,507,Male,Indo-European
Kurdish,18,3,47,435,Male,Indo-European
Kurdish,31,2,47,511,Male,Indo-European
German,34,1,101,546,Male,Indo-European
Arabic,34,2,47,499,Male,Afro-Asiatic
Italian,25,9,99,523,Male,Indo-European
Arabic,22,1,49,521,Male,Afro-Asiatic
Turkish,24,6,79,474,Male,Altaic
English,26,7,148,574,Male,Indo-European
Turkish,22,1,79,478,Male,Altaic
German,20,5,101,544,Male,Indo-European
Russian,24,4,90,502,Male,Indo-European
Arabic,30,3,47,428,Male,Afro-Asiatic
Rundi,25,2,13,472,Male,Niger-Congo
Albanian,25,1,85,548,Male,Indo-European
Turkish,35,5,79,467,Male,Altaic
Kurdish,33,5,47,425,Male,Indo-European
Polish,22,0,100,612,Male,Indo-European
Persian,14,4,19,521,Male,Indo-European
Arabic,35,5,31,436,Male,Afro-Asiatic
Norwegian,22,1,113,523,Male,Indo-European
Tamazight,24,14,49,497,Male,Afro-Asiatic
Romanian,21,4,86,543,Male,Indo-European
Urdu,23,9,29,506,Male,Indo-European
Arabic,30,2,49,505,Male,Afro-Asiatic
German,30,1,101,527,Male,Indo-European
Serbian,37,4,85,514,Male,Indo-European
Persian,47,8,77,486,Male,Indo-European
Pashto,28,2,19,500,Male,Indo-European
German,43,8,101,546,Male,Indo-European
Persian,25,4,77,502,Male,Indo-European
Turkish,18,11,79,497,Male,Altaic
Arabic,23,1,49,461,Male,Afro-Asiatic
Arabic,25,2,47,498,Male,Afro-Asiatic
Hindi,24,1,54,428,Male,Indo-European
Romanian,27,2,86,526,Male,Indo-European
Croatian,27,2,85,466,Male,Indo-European
Spanish,30,2,65,491,Male,Indo-European
Kurdish,17,5,47,560,Male,Indo-European
Armenian,19,3,79,519,Male,Indo-European
Spanish,17,3,85,485,Male,Indo-European
Spanish,30,0,85,473,Male,Indo-European
Turkish,20,1,118,548,Male,Altaic
Persian,30,7,19,455,Male,Indo-European
German,31,6,101,657,Male,Indo-European
Arabic,27,4,95,496,Male,Afro-Asiatic
Arabic,23,3,31,476,Male,Afro-Asiatic
Portugese,26,1,106,509,Male,Indo-European
Persian,30,4,19,465,Male,Indo-European
Portugese,26,0,106,530,Male,Indo-European
Hebrew,25,3,93,508,Male,Afro-Asiatic
Turkish,14,7,79,518,Male,Altaic
Afrikaans,37,2,93,531,Male,Indo-European
Hungarian,18,1,96,559,Male,Uralic
Indonesian,18,1,64,517,Male,Austronesian
Tamazight,10,14,49,550,Male,Afro-Asiatic
Persian,25,3,77,482,Male,Indo-European
Portugese,14,3,17,512,Male,Indo-European
English,30,5,27,516,Male,Indo-European
Arabic,16,3,31,444,Male,Afro-Asiatic
English,23,10,111,515,Male,Indo-European
Arabic,25,3,67,514,Male,Afro-Asiatic
Italian,26,11,99,565,Male,Indo-European
Russian,39,3,90,448,Male,Indo-European
Persian,34,7,77,467,Male,Indo-European
English,0,19,94,546,Male,Indo-European
Turkish,31,9,79,518,Male,Altaic
Hungarian,29,1,96,554,Male,Uralic
German,19,1,101,593,Male,Indo-European
Tamazight,21,1,49,497,Male,Afro-Asiatic
English,27,4,94,533,Male,Indo-European
Hungarian,24,5,86,489,Male,Uralic
Turkish,22,1,79,514,Male,Altaic
Polish,21,1,100,507,Male,Indo-European
Turkish,39,1,79,486,Male,Altaic
Arabic,20,2,31,522,Male,Afro-Asiatic
Turkish,31,7,79,475,Male,Altaic
Turkish,28,4,79,547,Male,Altaic
Hungarian,27,16,96,652,Male,Uralic
Pashto,38,6,19,508,Male,Indo-European
Chinese,45,1,82,503,Male,Sino-Tibetan
German,50,5,101,493,Male,Indo-European
Turkish,17,2,118,496,Male,Altaic
Arabic,25,1,49,483,Male,Afro-Asiatic
Persian,28,4,77,478,Male,Indo-European
Hungarian,22,1,96,448,Male,Uralic
Arabic,29,1,49,483,Male,Afro-Asiatic
Amharic,39,1,25,497,Male,Afro-Asiatic
English,9,9,94,510,Male,Indo-European
Persian,33,5,19,482,Male,Indo-European
Russian,17,3,90,554,Male,Indo-European
Romanian,37,3,86,474,Male,Indo-European
Tamazight,25,4,49,474,Male,Afro-Asiatic
Arabic,39,0,49,348,Male,Afro-Asiatic
Persian,38,4,19,518,Male,Indo-European
Albanian,22,3,85,461,Male,Indo-European
Polish,26,10,100,540,Male,Indo-European
Kurdish,38,3,47,496,Male,Indo-European
Arabic,34,11,49,505,Male,Afro-Asiatic
Albanian,20,6,85,581,Male,Indo-European
Turkish,26,2,79,426,Male,Altaic
Persian,28,5,77,516,Male,Indo-European
Italian,35,4,99,506,Male,Indo-European
Persian,19,2,19,502,Male,Indo-European
Turkish,19,4,79,452,Male,Altaic
Serbian,46,3,85,486,Male,Indo-European
Kurdish,30,18,79,478,Male,Indo-European
English,26,2,94,533,Male,Indo-European
Arabic,38,4,47,443,Male,Afro-Asiatic
Persian,32,5,19,468,Male,Indo-European
Hungarian,35,3,96,513,Male,Uralic
English,32,1,94,517,Male,Indo-European
Arabic,11,26,83,470,Male,Afro-Asiatic
Arabic,27,1,79,521,Male,Afro-Asiatic
Hungarian,33,1,96,524,Male,Uralic
Turkish,26,2,79,498,Male,Altaic
Persian,28,7,77,508,Male,Indo-European
Serbian,19,6,85,586,Male,Indo-European
Catalan,28,2,118,576,Male,Indo-European
Arabic,28,4,67,450,Male,Afro-Asiatic
Turkish,25,2,47,506,Male,Altaic
English,28,3,118,628,Male,Indo-European
Turkish,17,3,79,506,Male,Altaic
Arabic,18,1,49,492,Male,Afro-Asiatic
Amharic,36,3,25,423,Male,Afro-Asiatic
Chinese,28,4,67,459,Male,Sino-Tibetan
Serbian,28,2,85,530,Male,Indo-European
Greek,27,4,102,540,Male,Indo-European
German,66,4,94,574,Male,Indo-European
German,25,1,101,519,Male,Indo-European
Persian,16,6,19,547,Male,Indo-European
Arabic,25,17,49,537,Male,Afro-Asiatic
Russian,29,5,90,537,Male,Indo-European
Romanian,24,3,88,510,Male,Indo-European
Hebrew,30,4,93,532,Male,Afro-Asiatic
Turkish,31,2,79,508,Male,Altaic
Turkish,14,10,79,524,Male,Altaic
Persian,34,2,77,458,Male,Indo-European
Tamazight,25,2,49,489,Male,Afro-Asiatic
Greek,21,12,102,549,Male,Indo-European
Rundi,34,3,13,498,Male,Niger-Congo
Persian,17,2,77,495,Male,Indo-European
Hebrew,23,2,93,577,Male,Afro-Asiatic
English,41,9,94,498,Male,Indo-European
Arabic,31,8,67,542,Male,Afro-Asiatic
Arabic,29,2,47,497,Male,Afro-Asiatic
Arabic,16,4,67,542,Male,Afro-Asiatic
Arabic,20,3,49,495,Male,Afro-Asiatic
Javanese,19,0,64,493,Male,Austronesian
Kurdish,15,8,47,506,Male,Indo-European
Arabic,43,3,47,503,Male,Afro-Asiatic
English,36,7,105,544,Male,Indo-European
Russian,19,2,90,534,Male,Indo-European
Spanish,22,2,94,494,Male,Indo-European
Arabic,19,2,83,507,Male,Afro-Asiatic
Kurdish,18,2,47,520,Male,Indo-European
English,41,5,94,515,Male,Indo-European
Turkish,18,4,79,479,Male,Altaic
Arabic,27,3,49,487,Male,Afro-Asiatic
Bulgarian,31,2,90,571,Male,Indo-European
Arabic,24,3,79,525,Male,Afro-Asiatic
German,23,1,101,527,Male,Indo-European
Somali,32,4,8,461,Male,Afro-Asiatic
Tamazight,21,1,49,500,Male,Afro-Asiatic
Somali,20,3,8,464,Male,Afro-Asiatic
Spanish,18,1,88,518,Male,Indo-European
Kurdish,29,4,47,468,Male,Indo-European
French,37,8,113,530,Male,Indo-European
Arabic,26,11,49,504,Male,Afro-Asiatic
Albanian,28,1,85,543,Male,Indo-European
Kurdish,28,3,47,506,Male,Indo-European
Turkish,18,4,79,536,Male,Altaic
Arabic,52,3,47,486,Male,Afro-Asiatic
Hungarian,40,3,96,489,Male,Uralic
Arabic,20,2,85,474,Male,Afro-Asiatic
Arabic,26,1,49,447,Male,Afro-Asiatic
Arabic,27,2,49,504,Male,Afro-Asiatic
Afrikaans,26,2,93,565,Male,Indo-European
Arabic,22,1,49,489,Male,Afro-Asiatic
Spanish,29,2,83,543,Male,Indo-European
Persian,19,4,19,503,Male,Indo-European
Albanian,44,3,85,483,Male,Indo-European
Arabic,26,2,47,499,Male,Afro-Asiatic
Arabic,24,9,49,528,Male,Afro-Asiatic
Spanish,19,1,118,505,Male,Indo-European
Russian,20,1,90,475,Male,Indo-European
Arabic,36,2,47,491,Male,Afro-Asiatic
Tamazight,38,2,49,488,Male,Afro-Asiatic
Indonesian,18,1,64,471,Male,Austronesian
Arabic,33,8,47,528,Male,Afro-Asiatic
Arabic,0,26,31,501,Male,Afro-Asiatic
Indonesian,25,3,64,527,Male,Austronesian
Persian,40,4,19,467,Male,Indo-European
Indonesian,20,3,64,475,Male,Austronesian
Persian,44,5,19,444,Male,Indo-European
Arabic,28,11,83,532,Male,Afro-Asiatic
Hungarian,32,1,96,505,Male,Uralic
Arabic,30,5,49,511,Male,Afro-Asiatic
French,35,2,83,526,Male,Indo-European
Serbian,35,3,85,498,Male,Indo-European
Turkish,16,6,79,484,Male,Altaic
Persian,35,5,19,502,Male,Indo-European
Hungarian,27,2,124,515,Male,Uralic
Kurdish,37,4,47,500,Male,Indo-European
English,25,3,93,523,Male,Indo-European
Arabic,22,1,49,486,Male,Afro-Asiatic
Arabic,35,5,47,460,Male,Afro-Asiatic
Persian,31,2,16,444,Male,Indo-European
Persian,24,4,77,520,Male,Indo-European
French,25,2,113,526,Male,Indo-European
Polish,26,1,100,497,Male,Indo-European
Somali,27,3,8,465,Male,Afro-Asiatic
Serbian,20,4,85,512,Male,Indo-European
German,34,1,101,558,Male,Indo-European
Arabic,20,1,49,533,Male,Afro-Asiatic
Arabic,29,2,49,518,Male,Afro-Asiatic
English,29,5,105,539,Male,Indo-European
Persian,22,9,77,465,Male,Indo-European
Arabic,18,0,79,523,Male,Afro-Asiatic
Kurdish,25,3,47,529,Male,Indo-European
Turkish,31,2,101,468,Male,Altaic
Arabic,25,4,49,459,Male,Afro-Asiatic
Arabic,30,4,49,507,Male,Afro-Asiatic
Kurdish,37,3,47,415,Male,Indo-European
Arabic,39,2,47,502,Male,Afro-Asiatic
Kurdish,23,2,79,492,Male,Indo-European
Spanish,22,1,51,476,Male,Indo-European
Arabic,24,9,95,523,Male,Afro-Asiatic
Polish,27,4,100,503,Male,Indo-European
Slovak,24,3,90,523,Male,Indo-European
Serbian,20,4,101,525,Male,Indo-European
Persian,31,3,19,497,Male,Indo-European
Turkish,18,2,79,475,Male,Altaic
Arabic,21,9,49,501,Male,Afro-Asiatic
English,49,3,94,489,Male,Indo-European
Pashto,18,2,19,547,Male,Indo-European
English,25,5,105,540,Male,Indo-European
Hungarian,25,6,86,519,Male,Uralic
French,22,0,113,578,Male,Indo-European
Chinese,27,2,67,501,Male,Sino-Tibetan
Serbian,28,2,85,526,Male,Indo-European
Romanian,36,2,86,531,Male,Indo-European
Persian,40,4,19,428,Male,Indo-European
Polish,19,1,100,445,Male,Indo-European
German,25,2,94,554,Male,Indo-European
Persian,32,7,19,495,Male,Indo-European
German,41,4,101,506,Male,Indo-European
Armenian,19,4,79,536,Male,Indo-European
Kurdish,40,3,47,465,Male,Indo-European
Hungarian,35,5,86,537,Male,Uralic
Arabic,22,2,49,528,Male,Afro-Asiatic
Spanish,36,1,88,475,Male,Indo-European
Arabic,23,1,49,482,Male,Afro-Asiatic
English,31,4,94,553,Male,Indo-European
Croatian,24,3,47,504,Male,Indo-European
Arabic,29,2,49,535,Male,Afro-Asiatic
Persian,26,3,77,469,Male,Indo-European
German,12,12,101,548,Male,Indo-European
English,38,8,148,564,Male,Indo-European
Hindi,16,2,54,469,Male,Indo-European
Portugese,17,19,68,514,Male,Indo-European
Turkish,23,5,79,459,Male,Altaic
Portugese,21,1,106,468,Male,Indo-European
Turkish,17,4,79,517,Male,Altaic
Spanish,28,0,82,496,Male,Indo-European
Arabic,21,10,31,466,Male,Afro-Asiatic
Serbian,22,4,85,556,Male,Indo-European
German,21,0,101,545,Male,Indo-European
Serbian,24,2,85,501,Male,Indo-European
Hindi,16,2,46,543,Male,Indo-European
Tamazight,17,3,49,494,Male,Afro-Asiatic
Arabic,25,11,47,506,Male,Afro-Asiatic
Hindi,23,13,54,524,Male,Indo-European
Arabic,29,1,49,498,Male,Afro-Asiatic
German,28,1,101,539,Male,Indo-European
Pashto,35,3,19,545,Male,Indo-European
Arabic,34,2,47,462,Male,Afro-Asiatic
Spanish,17,1,118,500,Male,Indo-European
Persian,32,3,77,528,Male,Indo-European
Kurdish,26,3,47,507,Male,Indo-European
Persian,29,4,77,512,Male,Indo-European
Serbian,25,2,85,505,Male,Indo-European
Arabic,34,6,47,476,Male,Afro-Asiatic
Arabic,14,8,118,561,Male,Afro-Asiatic
Turkish,27,3,79,507,Male,Altaic
Ukranian,26,4,90,528,Male,Indo-European
Turkish,26,3,79,452,Male,Altaic
Hindi,23,3,54,496,Male,Indo-European
Persian,21,2,77,495,Male,Indo-European
German,22,0,101,605,Male,Indo-European
English,36,1,111,524,Male,Indo-European
Polish,23,2,100,510,Male,Indo-European
Kurdish,29,2,47,465,Male,Indo-European
Arabic,25,1,31,471,Male,Afro-Asiatic
Tamazight,28,17,49,515,Male,Afro-Asiatic
Arabic,31,6,49,493,Male,Afro-Asiatic
English,24,2,54,567,Male,Indo-European
Italian,26,1,99,535,Male,Indo-European
Arabic,25,4,77,454,Male,Afro-Asiatic
Arabic,21,1,49,484,Male,Afro-Asiatic
Russian,20,5,90,456,Male,Indo-European
English,33,6,100,551,Male,Indo-European
Persian,20,3,77,565,Male,Indo-European
French,32,2,26,507,Male,Indo-European
Arabic,29,2,79,470,Male,Afro-Asiatic
Arabic,26,1,49,465,Male,Afro-Asiatic
Arabic,19,1,49,501,Male,Afro-Asiatic
Serbian,38,3,85,529,Male,Indo-European
Arabic,14,3,49,531,Male,Afro-Asiatic
Serbian,19,4,85,465,Male,Indo-European
Hebrew,24,1,93,468,Male,Afro-Asiatic
Turkish,29,6,79,453,Male,Altaic
Armenian,23,14,84,538,Male,Indo-European
Hebrew,26,7,93,531,Male,Afro-Asiatic
Croatian,32,2,85,524,Male,Indo-European
Kurdish,19,4,67,506,Male,Indo-European
English,25,0,105,561,Male,Indo-European
Arabic,34,2,83,501,Male,Afro-Asiatic
Arabic,21,1,118,544,Male,Afro-Asiatic
Arabic,28,4,67,480,Male,Afro-Asiatic
Hebrew,23,5,93,530,Male,Afro-Asiatic
Arabic,33,2,49,491,Male,Afro-Asiatic
Hebrew,22,1,93,520,Male,Afro-Asiatic
Arabic,31,2,79,582,Male,Afro-Asiatic
Arabic,25,2,49,481,Male,Afro-Asiatic
Arabic,19,5,47,544,Male,Afro-Asiatic
English,24,3,120,562,Male,Indo-European
Arabic,21,1,118,481,Male,Afro-Asiatic
Somali,16,3,8,456,Male,Afro-Asiatic
Turkish,24,4,79,498,Male,Altaic
English,2,15,99,582,Male,Indo-European
Tamazight,25,1,49,459,Male,Afro-Asiatic
Arabic,0,16,118,543,Male,Afro-Asiatic
Russian,27,4,90,532,Male,Indo-European
Turkish,25,10,79,523,Male,Altaic
Croatian,21,3,85,580,Male,Indo-European
English,26,2,94,539,Male,Indo-European
Somali,16,6,8,508,Male,Afro-Asiatic
Arabic,24,13,79,559,Male,Afro-Asiatic
Hebrew,41,2,93,524,Male,Afro-Asiatic
Arabic,39,4,47,500,Male,Afro-Asiatic
Urdu,12,11,29,510,Male,Indo-European
Hebrew,36,3,93,554,Male,Afro-Asiatic
